;Nama;Spesialisasi;Fakultas;Link Scholar
149;Syifaul Huzni., Dr., ST., M.Sc ;Computational Mechanics, Corrosion, fatigue and biomechanics;FT;https://scholar.google.co.id/citations?user=06EK4f0AAAAJ&hl=en
150;Syukriyadin., S.T., M.T. ;Energi Baru Terbarukan;FT;https://scholar.google.co.id/citations?user=qXlo3hoAAAAJ&hl=en
151;T. Mukhriza., ST, M.Sc ;plasma, gas to liquid process, chemical process industry;FT;https://scholar.google.com/citations?hl=en&authuser=1&user=ruDC-GoAAAAJ
152;Taufiq S.., Dr. Ir., M.Eng., IPU ;Reinforced Concrete Structures;FT;https://scholar.google.co.id/citations?hl=en&user=XwzaB54AAAAJ
153;Teuku Budi Aulia., Dr., S.T.Dipl,Ing ;Concrete Technology, High-Strength Concrete;FT;https://scholar.google.co.id/citations?user=K2Rv0wwAAAAJ&hl=en
154;Teuku Edisah Putra., Dr.-Ing., S.T, M.Sc., Ph. ;Structural integrity, fatigue life assessment, mechanical signal processing;FT;https://scholar.google.com/citations?hl=id&user=nCPNLfoAAAAJ
155;Teuku Firsa., S.T., M.Eng.Sc. ;Robotic, Engineering Design & manufacture;FT;https://scholar.google.com/citations?hl=en&user=Em3us2sAAAAJ&sortby=title&authuser=1&scilu=&scisig=AMstHGQAAAAAWdcTyZGBZYL6gbMwddSSqI5XsAVfei6z&gmla=AJsN-F7cDsJ2COZjVees7sF5qKn3-ETupgk4E3-3TTGtHqXQvj_NMshlf6CzG6GHVGgxlTneXZMGSwlohCVC8-5tYxSeCyaBfi9rK9RpZB
156;Yunita Idris., Dr., ST. M.Eng.Struc ;structural behavior, seismic behavior of buildings, building vulnerability;FT;https://scholar.google.co.id/citations?user=YqcUMXsAAAAJ&hl=en
157;Yusria Darma., Dr., ST, M.Eng.Sc ;Transportation Engineering;FT;https://scholar.google.co.id/citations?hl=id&user=bXWF1nMAAAAJ
158;Yuwaldi Away., Prof. Dr. Ir., M.Sc ;sistem berbasis mikroprosesor, simulasi, otomasi, dan optimasi.;FT;https://scholar.google.co.id/citations?user=fduyM3oAAAAJ&hl=en&authuser=3
159;Zahrul Fuadi., Dr., S.T.,M.Sc ;Tribology, friction sound, abaca fiber composite;FT;https://scholar.google.com/citations?user=ewvR690AAAAJ&hl=en
160;Ziana., S.T., M.T ;Manajemen Sumber Air;FT;https://scholar.google.co.id/citations?user=vdpiLvMAAAAJ&hl=id&authuser=1
161;Zulfikar., S.T., M.Sc ;VLSI design, systems on chip, embedded systems;FT;https://scholar.google.com/citations?user=0-38TLMAAAAJ&hl=en
162;Abubakar., Prof. Dr. Ir., M.S. ;Evaluasi Lahan, Tata Ruang, Geospasial Teknologi, Klasifikasi Tanah;FP;https://scholar.google.com/citations?view_op=list_works&hl=id&user=4jrCqFsAAAAJ
163;Ali M. Muslih., S.Hut., M.Si. ;Silvikultur, GIS, Ekologi Restorasi;FP;https://scholar.google.co.id/citations?user=J4j9xFQAAAAJ&hl=id
164;Bakhtiar., Dr., S.P, M.Si ;Agronomy, Genetic and Plant Breeding (Agronomi, Genetika dan Pemuliaan Tanaman);FP;https://scholar.google.co.id/citations?user=_Nm6V1oAAAAJ&hl=en
165;Darusman., Prof. Dr. Ir., M.Sc. ; Fisika tanah, perubahan iklim, Konservasi dan Pengelolaan air  untuk perbaikan/peningkatan  produktivitas lahan lahan pertanian;FP;https://scholar.google.com/citations?user=iegDOfYAAAAJ&hl=en
166;Darwin., Dr., S.TP., M.Sc ;Environmental and Industrial Bioprocessing, Bioenergy Production, Wastewater Treatment, Energy and Environmental Engineering;FP;https://scholar.google.com/citations?user=OfmRcmUAAAAJ&hl=en
167;Dewi Sri Jayanti., S.TP., M. Sc ;Ilmu Ukur Wilayah, SIG, Konservasi Tanah dan Air, Kesesuaian Lahan;FP;https://scholar.google.co.id/citations?user=4nkfl0MAAAAJ&hl=id&oi=ao
168;Diswandi Nurba., S.TP, M.Si ;Desain Sistem Termal, Pengeringan Bahan Pangan, Desain Sistem Pengering dan Penyimpan untuk Produk Pertanian;FP;https://scholar.google.com/citations?user=pBxMdZsAAAAJ&hl=en
169;Eka Meutia Sari., Prof. Dr. Ir., M.Sc ;Pemuliaan Ternak;FP;https://scholar.google.co.id/citations?hl=id&user=VS8kjQIAAAAJ&view_op=list_works&gmla=AJsN-F5m1QOlJ803tW1nXD6l1dQlzylqTXmEpuoRCKP0O3PTJ8lHE5sjmZYiJCx2zdthQ-klqXNUEH__pKD_-rYD4w0Sua_z3pSprNyBm08VM7mZlFmW-58
170;Elmy Mariana., Dr., S.Pt., M.Si ;Fisiologi Ternak dan genetika;FP;https://scholar.google.com/citations?hl=en&oe=ASCII&authuser=2&user=eCDwUFcAAAAJ
171;Fahrizal., S.TP, M.Sc ;Fisheries Product Technology;FP;https://scholar.google.co.id/citations?user=zCsvleoAAAAJ&hl=en
172;Fikrinda., Ir., M.Si ;Kesuburan Tanah/Biologi Tanah;FP;https://scholar.google.co.id/citations?hl=en&user=emaD7wsAAAAJ
173;Hairul Basri., Dr. Ir., M.Sc ;Pengelolaan Air dan Tanah;FP;https://scholar.google.co.id/citations?user=gjL5Q8cAAAAJ&hl=en&oi=ao
174;Ichwana., Dr., S.T., M.P. ;enviromental  hydrology, watershed management, conservation of  land and water;FP;https://scholar.google.co.id/citations?user=SeritiAAAAAJ&hl=en
175;Irfan Zikri., S.P., M.A. ;Pembangunan pedesaan, pemberdayaan masyarakat, komunikasi pembangunan dan pertanian, sosiologi kebencanaan;FP;https://scholar.google.com/citations?user=xFt8S-4AAAAJ&hl=en&oi=ao
176;Ismail Sulaiman., Dr., S.TP, M.Sc ;Teknologi Industri Pertanian;FP;https://scholar.google.co.id/citations?hl=en&authuser=2&user=RYK7VXcAAAAJ
177;Jumadil Akhir., S.Hut., M.Si ;Mikoriza, Cendawan, Ekologi Hutan;FP;https://scholar.google.co.id/citations?user=siqMUS0AAAAJ&hl=en
178;Kiman Siregar., Dr., S.TP., M.Si ;Life Cycle Assessment (LCA), Bioenergi (biodiesel), Energi Baru dan Terbarukan, Teknik Pendinginan Vakum, Pembekuan, Pengeringan Beku, Pembangkit Listrik Tenaga Biomassa (PLTBm), Heat Exchanger,;FP;https://scholar.google.co.id/citations?user=RCg3uJsAAAAJ&hl=en
179;M. Aman Yaman., Dr. Ir., M.Agric.Sc. ;Bioteknologi Peternakan, Nutrisi Ternak, Genetika Aplikasi dan Breeding Ternak;FP;https://scholar.google.co.id/citations?user=ylFdjUYAAAAJ&hl=en
180;Mhd. Ikhsan Sulaiman., Dr., S.TP., M.Sc ;Kualitas pangan;FP;https://scholar.google.co.id/citations?user=JxdCaN0AAAAJ&hl=en
181;Mira Delima., Ir., M.P ;Hijauan Makanan Ternak;FP;https://scholar.google.co.id/citations?hl=en&user=J9Diao0AAAAJ&view_op=list_works
182;Mohd. Agus Nashri Abdullah., Dr., S.Pt, M.Si ;Pemuliaan Ternak;FP;https://scholar.google.com/citations?view_op=list_works&hl=en&user=Ms4_td0AAAAJ
183;Muhammad Daud., Dr., S.P, M.Si ;;FP;https://scholar.google.co.id/citations?hl=en&user=OO6sQssAAAAJ&view_op=list_works&sortby=title
184;Muhammad Dhafir., Dr., ST, M.Si ;;FP;https://scholar.google.co.id/citations?view_op=list_works&hl=en&user=KZMscgQAAAAJ
185;Muhammad Rusdi., S.P, M.Si, Ph.D ;Geospatial, GIS, Remote Sensing, Spatial Planning;FP;https://scholar.google.com.my/citations?hl=en&user=BdDiQIYAAAAJ&view_op=list_works&gmla=AJsN-F4MSVqyZ_CVSpuZqbr-dtJO2WDoA6V-FK0_uuMyUdH-pvvqDjtvtnGJB_oHVTX9qNObl1IITWeUe_qfihID-Q79S_AFns_0CRs0J2gD09BbvphUWHBIYJ2KPm9ko870_5FD-poc
186;Murna Muzaifa., Dr., S.TP., MP ;"Mikrobiologi dan Keamanan Pangan; Teknologi Fermentasi; Produk Halal";FP;https://scholar.google.co.id/citations?hl=en&user=9sPz-2UAAAAJ
187;Rahmat Fadhil., Dr., S.TP., M.Sc ;Teknologi Pertanian, Teknik Sistem Industri, Agroindustri;FP;https://scholar.google.co.id/citations?user=xB7wxIMAAAAJ&hl=id
188;Ramayanty Bulan., Dr., S.T, M.Si ;Penerapan Mekanisasi pada Perkebunan Kelapa Sawit;FP;https://scholar.google.co.id/citations?hl=id&user=VY3V5acAAAAJ&view_op=list_works&sortby=pubdate
189;Rita Khathir., Dr., S.TP, M.Sc ;Teknologi pasca panen : pengeringan, pengemasan, bangunan pertanian;FP;https://scholar.google.com/citations?user=sQtRNk0AAAAJ&hl=en&authuser=2
190;Sabaruddin., Prof. Dr. Ir., M.Agr.Sc ;Plant Production Science and Plant Biotecnology;FP;https://scholar.google.com/citations?hl=en&user=U1Y2ZKgAAAAJ
191;Samadi., Prof. Dr. Ir., M.Sc ;Animal Nutrition;FP;https://scholar.google.co.id/citations?hl=en&user=fC72CcsAAAAJ
192;Santi Noviasari., Dr., S.TP., M.Si. ;Pangan Fungsional/Ilmu Pangan;FP;https://scholar.google.co.id/citations?user=EIeIU5IAAAAJ&hl=id
193;Sufardi., Prof. Dr. Ir., M.S. ;Soil Chemistry and Plant Nutrition;FP;https://scholar.google.com.my/citations?user=JPINUyIAAAAJ&hl=en
194;Sugianto., Ir., M.Sc, PhD ;Survai dan Pemetaan Lahan,  Remote Sensing,  Teknologi Geospasial, Spatial Planning;FP;https://scholar.google.co.id/citations?user=th5ecQUAAAAJ&hl=en
195;Susi Chairani., S.TP., M.Eng ;Hidrologi;FP;https://scholar.google.com/citations?user=lOmeRdAAAAAJ&hl=en&citsig=AMstHGSPAnfGis5S373gJL49oygk8TWhTg
196;Syakur., Dr. Ir., M.P. ;;FP;https://scholar.google.co.id/citations?user=jQnXd20AAAAJ&hl=en
197;Taufan Hidayat., S.Si., M.Si ;Agroklimatologi;FP;https://scholar.google.co.id/citations?hl=en&user=3BNH7n0AAAAJ&view_op=list_works&gmla=AJsN-F6MkjcZGhQLahKXE1Scdg0vWNqHU22FrBFF4hu0p8Gv7eQyVY0gTQhGu4Y-cqeIxfJmxEHD5PUS4GuP-h-2qQg0ai41YI62fINEsN9H96_24WWutGcqU0yq1l43NE3kUCPyJrtk
198;Yurliasni., Dr. Ir., M.Sc ;Teknologi Pengolahan Hasil Ternak;FP;https://scholar.google.co.id/citations?user=lRkb8IwAAAAJ&hl=en
199;Zalniati Fonna Rozali., Dr., S.TP, M.Si ;Ilmu Pangan, Pangan Fungsional, Bioteknologi Pangan;FP;https://scholar.google.co.id/citations?view_op=list_works&hl=id&user=ANgrwWsAAAAJ
200;A. Halim., Prof. Dr., M.Si. ;Penelitian Pemahaman Konsep Sains (Fisika);FKIP;https://scholar.google.co.id/citations?hl=en&user=Pr9jRQX4Fq0C&view_op=list_works&authuser=1
201;Abdul Gani., Dr., M.Si ;Pendidikan IPA;FKIP;https://scholar.google.co.id/citations?user=d39x2JsAAAAJ&hl=en
202;Abdul Hamid., Drs., M.Si ;;FKIP;https://scholar.google.co.id/citations?hl=en&user=wuZXeOIAAAAJ&view_op=list_works&authuser=1
203;Abdullah., Dr., S.Pd, M.Si ;Ekologi Hewan, Biologi;FKIP;https://scholar.google.co.id/citations?hl=en&user=aAtE8DcAAAAJ
204;Ahmad Farhan., Drs., M.Si ;Pendidikan Fiska dan Fisika Atmosfire terapan;FKIP;https://scholar.google.co.id/citations?user=Vdvf9_sAAAAJ&hl=en
205;Alfi Syahril Fuadi Jaya., S.Pd, M.Si ;;FKIP;https://scholar.google.co.id/citations?hl=id&authuser=4&user=RRNcSYEAAAAJ
206;Amrusi., Drs., M.Si ;Pendidikan dan Bisnis;FKIP;https://scholar.google.com/citations?hl=en&user=3vH8aQsAAAAJ&view_op=list_works&authuser=1&sortby=title
207;Anizar Ahmad., Dr., M.Pd ;;FKIP;https://scholar.google.co.id/citations?hl=en&authuser=1&user=piO6jkIAAAAJ
208;Armia., S.Pd., M.Hum ;Pendidikan Bahasa dan Sastra Indonesia;FKIP;https://scholar.google.com/citations?view_op=list_works&hl=en&user=7CXZ2GYAAAAJ
209;Asnawi., Dr., S.Pd., M.Ed ;English Language Teaching Method;FKIP;https://scholar.google.co.id/citations?user=NZIeL9AAAAAJ&hl=en
210;Awaluddin., Drs., M.Pd ;82166832130;FKIP;https://scholar.google.com/citations?user=6RDzW-MAAAAJ&hl=en
211;Bachtiar., Drs., M.Pd ;;FKIP;https://scholar.google.com/citations?hl=en&view_op=list_works&authuser=2&gmla=AJsN-F7C3iGcFfCU0LDatpn2SnmvOiPySTOUtm3_wUAzSDrFgFrTwvzxeRc8Yn7SCTAUYUiKTKu6XjsSE8wjY-VAeME2XTASHw&user=CGvDNccAAAAJ
212;Cut Zahri Harun., Prof. Dr., M.Pd ;;FKIP;https://scholar.google.co.id/citations?hl=id&user=cUvRnBwAAAAJ
213;Devi Syafrianti., S.Pd., M.Si ;;FKIP;https://scholar.google.com/citations?user=pcHTCj8AAAAJ&hl=en
214;Djufri., Prof. Dr., M.Si. ;EKOLOGI TUMBUHAN DAN BIOKONSERVASI;FKIP;https://scholar.google.co.id/citations?user=63KrLJ4AAAAJ&hl=en&oi=ao
215;Elmi Mahzum., Drs., M.I.T. ;;FKIP;https://scholar.google.co.id/citations?user=xKMCFvkAAAAJ&hl=id
216;Erna Hayati., S.H., M.Hum ;;FKIP;https://scholar.google.com/citations?hl=en&user=wA21y5cAAAAJ&view_op=list_works&authuser=8&gmla=AJsN-F46H_cW5mVRtmZFkcJ5Cejg3gVn2I17fmlO8uzXqaBqmDdvHmrVRhzsnZlDgH47WpN561zwcOw2IH983Xu8tsLv7IwSuTLQ5kXGgszL0qN3Iy4DYpg
217;Fadhilah., Dr., M.Pd ;Kurikulum;FKIP;https://scholar.google.co.id/citations?hl=en&authuser=4&user=57sGZ1oAAAAJ
218;Faisal Mustafa., S.Pd., M.A ;"Linguistics; Language Teaching Method";FKIP;https://scholar.google.co.id/citations?user=rX1HBJIAAAAJ
219;Fikriah Noer., Dra., M.Pd ;;FKIP;https://scholar.google.co.id/citations?user=nclQmAUAAAAJ&hl=en
220;Fitriana., Dra., M.Si ;Pendidikan dan Sumberdaya Keluarga;FKIP;https://scholar.google.co.id/citations?hl=en&view_op=list_works&gmla=AJsN-F6v_JTU7uiGNwuOqXfc2My52qhS_gtMw2OSvz5JUh23in4BiQPK06UHZSRQU0LNEBUI84hJYB0_hSqE9MgsXGMflDjx_pL11UHAvIZ12PIt5ioIBrvGdiwUFGiyCJ7jhYhjGHhL&user=TgUW2LEAAAAJ
221;Habibati., S.Pd, M.Sc. ;Pendidikan Kimia;FKIP;https://scholar.google.co.id/citations?hl=id&user=tqjUG64AAAAJ
222;Hasbi Ali., S.Pd, M.Si ;Sosial Humaniora;FKIP;https://scholar.google.co.id/citations?view_op=list_works&hl=en&user=9driHXcAAAAJ
223;Husaini., Dr., M.A. ;teori lapangan terpadu;FKIP;https://scholar.google.co.id/citations?user=avqhV-kAAAAJ&hl=id&authuser=7
224;Ibnu Khaldun., Dr., M.Si ;Kimia Analitik (Kimia Pemisahan);FKIP;https://scholar.google.co.id/citations?user=Wrj3HMoAAAAJ&hl=en
225;Indani., Dra., M.Si ;PENDIDIKAN DAN GIZI;FKIP;https://scholar.google.co.id/citations?user=cVC8r1oAAAAJ&hl=id
226;Iskandar AS., Dr., S.Pd, M.A. ;Genre studies, English Language Teaching, Communicative approach;FKIP;https://scholar.google.co.id/citations?user=E1t9akkAAAAJ&hl=en
227;Ismul Huda., Dr., M.Si ;Instructional Technology and Multimedia, Biology Education, ;FKIP;https://scholar.google.com/citations?user=wtW49gwAAAAJ&hl=en
228;Izwani., Dra., M.A. ;Pendidikan dan Sosial Budaya;FKIP;https://scholar.google.co.id/citations?user=QwwkPSYAAAAJ&hl=en
229;Kismullah., Dr., S.Pd., M.App.Ling. ;"English Teaching and Learning; Sociolinguistics; Literary Studies";FKIP;https://scholar.google.co.id/citations?user=DLvFWnkAAAAJ&hl=id
230;Laili Suhairi., S.Pd, M.Si ;Makanan dan Gizi;FKIP;https://scholar.google.com/citations?user=GHo3CYIAAAAJ&hl=en
231;Linda Vitoria., S.Si., M.Sc ;Pendidikan Matematika;FKIP;https://scholar.google.co.id/citations?user=wRE7wEQAAAAJ&hl=en
232;M. Ali S., Prof. Dr., M.Si ;Biologi (Zoologi Invertebrata, Ekologi Hewan) dan Perikanan (Ekosistem Mangrove, Ekosistem Terumbu Karang, Moluska, Crustacea, Pisces);FKIP;https://scholar.google.co.id/citations?user=xMnmPjIAAAAJ&hl=en
233;M. Hasan., Dr., M.Si ;;FKIP;https://scholar.google.co.id/citations?user=HJOLuYsAAAAJ&hl=en
234;Mailizar., Dr., S.Pd., M.Ed ;Teknology dalam pendidikan, teknology dalam pembelajaran matematika, pengembangan guru matematika;FKIP;https://scholar.google.com/citations?user=Tx1HcF0AAAAJ&hl=id
235;Maimun., S.Pd., MA ;Sosial dan Politik;FKIP;https://scholar.google.co.id/citations?hl=id&user=Ij8i5nwAAAAJ
236;Mirza Desfandi., Dr., S.Pd., M.Soc.Sc ;Geografi Lingkungan;FKIP;https://scholar.google.co.id/citations?user=zzV60fwAAAAJ&hl=en
237;Muhammad Nazar., S.Pd., M. SCST. ;Biodiesel dan pendidikan kimia, software android untuk pendidikan;FKIP;https://scholar.google.com/citations?user=wkxXr4EAAAAJ&hl=en&authuser=1
238;Muhammad Syukri., Dr., S.Pd., M.Ed. ;Pendidikan Fisika, Pendidikan Sains, Pendidikan STEM;FKIP;https://scholar.google.co.id/citations?hl=id&user=OODjsEwAAAAJ
239;Muhibbuddin., Dr., M.S. ;Penelitian Pendidikan;FKIP;https://scholar.google.co.id/citations?hl=en&user=gZMnkCUAAAAJ&view_op=list_works
240;Mukhirah., Dra., M.Pd ;;FKIP;https://scholar.google.co.id/citations?user=l7nHfToAAAAJ&hl=en&authuser=2
241;Musri., Prof. Dr., M.Sc. ;Kimia Bahan Alam;FKIP;https://scholar.google.co.id/citations?hl=en&user=b9fOZXoAAAAJ
242;Mustafa., Dr., M.Pd ;;FKIP;https://scholar.google.co.id/citations?hl=en&user=OfSWJ_wAAAAJ
243;Nazaruddin., Dr., S.E., M.Ed ;Pendidikan Ekonomi dan Pendidikan Kewirausahaan;FKIP;https://scholar.google.com/citations?user=sb-YEkMAAAAJ&hl=en
244;Nira Erdiana., S.Pd., M.Pd. ;English Language Teaching;FKIP;
245;Novita., S.Pd., MA. ;Ilmu Sosial, Humaniora, Tekstil;FKIP;https://scholar.google.com/citations?user=s9QUm6gAAAAJ
246;Nurul Faudiah., Dra;;FKIP;https://scholar.google.co.id/citations?hl=en&authuser=3&user=k-1eiIcAAAAJ
247;Nurulwati., Dra., M.Pd ;Penelitian Pendidikan;FKIP;https://scholar.google.co.id/citations?user=qTmZQWsAAAAJ&hl=en
248;Rahmi Kamal AGS., Dra., M.Pd ;;FKIP;https://scholar.google.co.id/citations?user=G28ASKEAAAAJ&hl=en&authuser=2
249;Ramli., Dr., M.Pd ;;FKIP;https://scholar.google.co.id/citations?hl=en&user=7ppXbPYAAAAJ&scilu=&scisig=AMstHGQAAAAAWcuxDe7aHTJNf2vooaXtggE_Nrx8N0vY&gmla=AJsN-F7TWB0f4b-NN8lgoumYONPnSqb8bMp6Ar-hJGoI5B4Xncrmrth9S0SH-2LNQHIffH_hMUYT8qcAfgxw4tHE-y1mg7_kl_xFNUoMznYuWkUU4D-eDZs&sciund=1
250;Ratu Fazlia Inda Rahmayani., S.Pd., M.Sc. ;Kimia dan Pendidikan Kimia;FKIP;https://scholar.google.co.id/citations?user=V25H7K8AAAAJ&hl=en
251;Rosmala Dewi., Dra., M.Pd ;;FKIP;https://scholar.google.co.id/citations?hl=en&authuser=5&user=kyTOIToAAAAJ
252;Ruaida., Dra., M.Si ;;FKIP;https://scholar.google.co.id/citations?view_op=list_works&hl=id&user=Nh_Qr74AAAAJ
253;Ruslan., S.Pd., M.Ed ;;FKIP;https://scholar.google.co.id/citations?user=YW2RQYQAAAAJ&hl=en
254;Rusli Yusuf., Dr., M.Pd. ;"Environmental education; Environmental citizenship; Environmental sociology; Civic education";FKIP;https://scholar.google.co.id/citations?hl=en&view_op=list_works&authuser=5&gmla=AJsN-F5Szw3xlJLgfn1ZZT6Ch2c3YR9Ig64KZrM_IaseI_t0bsqmZrf9x0-p9PWcLIpdUdpHhRFZ2UQoi6L_VRVPn6AuoTzPPw&user=Ls9SceUAAAAJ
255;Said Nurdin., Drs., M.Si ;Bimbingan dan konseling, psikologi;FKIP;https://scholar.google.co.id/citations?hl=id&user=dKOsjz4AAAAJ
256;Saiful., Dr., S.Pd, M.Pd., M. ;TEFL;FKIP;https://scholar.google.com/citations?hl=en&user=ZrX8XW0AAAAJ&view_op=list_works&citft=1&citft=2&email_for_op=saiful22%40unsyiah.ac.id&authuser=1&gmla=AJsN-F7j9VEFnT-d2CzggWcwWBmm-EoXEGLLI1qBPGVqT-7eOSNQpJsoC52ar43VtsTiwBhtkl7zukBdE1d4cw6u_1tzG1hT-LgDdp3i7
257;Sakdiyah., Dra., M.Si ;;FKIP;https://scholar.google.co.id/citations?hl=en&user=6PPbVwwAAAAJ
258;Samingan., Dr., M.Si. ;Mikrobiologi dan Mikologi;FKIP;https://scholar.google.co.id/citations?user=a_TGXOsAAAAJ&hl=id
259;Samsuri., S.Pd., M.Ed. ;pendidikan dan seni;FKIP;https://scholar.google.co.id/citations?user=xX-FEYwAAAAJ&hl=id
260;Sanusi., Dr., S.Pd., M.Si ;;FKIP;https://scholar.google.co.id/citations?user=F7euTvwAAAAJ&hl=en
261;Siti Sarah Fitriani., Dr., S.Pd., M.A. ;;FKIP;https://scholar.google.co.id/citations?user=FqxzYagAAAAJ&hl=en
262;Soewarno S., Drs., M.Si ;Fisika Material;FKIP;https://scholar.google.co.id/citations?hl=id&user=2JfCULAAAAAJ&view_op=list_works
263;Sulaiman., Drs., M.Si ;;FKIP;https://scholar.google.com/citations?user=gLdzpDMAAAAJ&hl=en
264;Sulastri., Dr. Dra., M.Si ;General Education in Science Education;FKIP;https://scholar.google.co.id/citations?user=Ept4YcYAAAAJ&hl=en
265;Supriatno., Dr., M.Si ;Fisiologi Tumbuhan dan Kimia Tumbuhan;FKIP;https://scholar.google.co.id/citations?user=bdKsYeEAAAAJ&hl=en&authuser=1
266;Suryati Sufiat., Dra., M.Pd ;Bidang Pangan;FKIP;https://scholar.google.com/citations?hl=en&user=xDqTdWoAAAAJ
267;Susanna., Dra., M.Pd ;;FKIP;https://scholar.google.co.id/citations?hl=en&user=HzlP8O4AAAAJ&view_op=list_works
268;T. M. Jamil., Dr., M.Si ;Social Science (Sociology, Politic, Culture and Economic);FKIP;https://scholar.google.com/citations?user=_AdSMU4AAAAJ&hl=en
269;Yuhasriati., Dra., M.Pd ;Pembelajran Matematika;FKIP;https://scholar.google.co.id/citations?user=-1tqDcEAAAAJ&hl=en&oi=ao
270;Yunisrina Qismullah Yusuf., Dr., S.Pd, M.Ling. ;"Phonology; Linguistics; English Education";FKIP;https://scholar.google.com/citations?user=8zqjgYUAAAAJ&hl=en
271;Yusrizal., Prof. Dr., M.Pd ;Pengukuran dan Evaluasi Pendidikan;FKIP;https://scholar.google.co.id/citations?user=H2qY5zkAAAAJ
272;Zainuddin., Dr. Drs., M.Pd ;Mencegah Potensi Miskonsepsi;FKIP;https://scholar.google.co.id/citations?user=mpvzLm0AAAAJ&hl=en
273;Zarlaida Fitri., Dr. Dra., M.Sc ;Pendidikan Kimia, chemical sensors, inorganic chemistry;FKIP;https://scholar.google.co.id/citations?user=nT-9yLgAAAAJ&hl=id
274;Zulfadhli., S.Pd, M.Pd ;;FKIP;https://scholar.google.co.id/citations?user=HkthHN0AAAAJ&hl=en
275;Zulihar Mukmin., S.Pd, M.Si ;Ilmu-Ilmu Sosial dan Pendidikan;FKIP;https://scholar.google.co.id/citations?hl=en&user=iAhxSq0AAAAJ
276;Zuraini M., Dra., M.Pd ;;FKIP;https://scholar.google.co.id/citations?user=X7laVh0AAAAJ&hl=en&authuser=5
277;Harapan., dr., M.Infect.Dis ;Infection, tropical diseases, molecular medicine, human genetics;FK;https://scholar.google.com/citations?user=licEekAAAAAJ&hl=en
278;Hendra Kurniawan., dr., M.Sc ;epidemiologi, tuberkulosis, infeksi, manajemen kesehatan,pulmonology, kesehatan masyarakat;FK;https://scholar.google.co.id/citations?user=4vBBOJoAAAAJ&hl=id&oi=ao
279;Herlina Dimiati., Dr. dr., Sp.A(K) ;;FK;https://scholar.google.co.id/citations?user=oMe6t8cAAAAJ&hl=id
280;Kartini Hasballah., Dr., MS., APT ;Farmakologi;FK;https://scholar.google.com/citations?user=doSb1okAAAAJ&hl=id
281;Mudatsir., Dr., M.Kes ; Mikrobiologi;FK;https://scholar.google.co.id/citations?hl=en&user=xa-FQCcAAAAJ
282;Muhsin., Dr. dr;Imunology, Parasitologi, Filariasis;FK;https://scholar.google.co.id/citations?user=pamKLX8AAAAJ&hl=en
283;Nora Sovira., Dr. dr., M.Ked(Ped), Sp.A(K) ;Emergensi Pediatrik;FK;https://scholar.google.com/citations?user=REpp7sEAAAAJ
284;Nur Wahyuniati., dr., M.Imun ;;FK;https://scholar.google.co.id/citations?user=FVHJ074AAAAJ&hl=en&authuser=1
285;Rajuddin., Prof. Dr. dr., Sp.OG.K.Fer ;Endokrinologi reproduksi dan fertilitas;FK;https://scholar.google.co.id/citations?user=XH9x1P0AAAAJ&hl=en
286;Reza Maulana., dr., M.Si. ;;FK;https://scholar.google.co.id/citations?user=BlMfGIoAAAAJ&hl=en&authuser=3
287;Rina Suryani Oktari., Dr., S.Kep., M.Si. ;Disaster education, disaster health, early warning system, community preparedness, disaster resilience, and knowledge management;FK;https://scholar.google.co.id/citations?user=Qs4Ot3cAAAAJ&hl=en&oi=ao
288;Rosaria Indah., dr., M.Sc ;Medical Education in disaster-affected areas;FK;https://scholar.google.co.id/citations?user=JmiWvzoAAAAJ&hl=en
289;Tjut Mariam Zanaria., Dra., M.S. ;Parasitologi;FK;https://scholar.google.com/citations?user=YbIczuIAAAAJ&hl=en&oi=ao
290;Zulkarnain., Dr. dr., M.Sc ;Autoimmune biomarker (Recombinant protein), Biotechnology, Endocrine and metabolic disorders;FK;https://scholar.google.com/citations?user=dbKJh3MAAAAJ&hl=id
291;Alia Rizki., Dr., S.Si, M.Sc. ;Taxonomy of Insects;FMIPA;https://scholar.google.com/citations?user=qvbW_WoAAAAJ&hl=en&authuser=1
292;Asep Rusyana., S.Si., M.Si ;Statistics and Operations Research;FMIPA;https://scholar.google.co.id/citations?user=mybDPWAAAAAJ&hl=en&oi=ao
293;Binawati Ginting., Dr., S.Si., M.Si ;kimia organik;FMIPA;https://scholar.google.com/citations?user=A06LQ8wAAAAJ&hl=en
